Date;ANC02_CLIMIN_ECOACE;ANC02_CLIMIN_ECODIN;ANC02_CLIMIN_ECOHIS;ANC02_CLIMRCP45_ECOACE;ANC02_CLIMRCP45_ECODIN;ANC02_CLIMRCP45_ECOHIS;ANC02_CLIMRCP85_ECOACE;ANC02_CLIMRCP85_ECODIN;ANC02_CLIMRCP85_ECOHIS;ANC22_CLIMIN_ECOACE;ANC22_CLIMIN_ECODIN;ANC22_CLIMIN_ECOHIS;ANC22_CLIMRCP45_ECOACE;ANC22_CLIMRCP45_ECODIN;ANC22_CLIMRCP45_ECOHIS;ANC22_CLIMRCP85_ECOACE;ANC22_CLIMRCP85_ECODIN;ANC22_CLIMRCP85_ECOHIS;ANCTEND_CLIMIN_ECOACE;ANCTEND_CLIMIN_ECODIN;ANCTEND_CLIMIN_ECOHIS;ANCTEND_CLIMRCP45_ECOACE;ANCTEND_CLIMRCP45_ECODIN;ANCTEND_CLIMRCP45_ECOHIS;ANCTEND_CLIMRCP85_ECOACE;ANCTEND_CLIMRCP85_ECODIN;ANCTEND_CLIMRCP85_ECOHIS
1/6/2026;10.94991337;10.80109381;10.45210427;12.73436186;12.58001402;12.14316513;12.40233579;12.24517104;11.8269938;10.99336202;10.78683491;10.44361191;12.82595159;12.59306638;12.16263796;12.49539593;12.21128121;11.85211091;10.96155995;10.76093982;10.42531402;12.79616952;12.59248001;12.17201514;12.47115009;12.21676958;11.81704697
1/7/2026;10.83221701;10.65813173;10.33975076;12.79008135;12.60283849;12.19631916;12.67379512;12.48102568;12.08536683;10.87099105;10.63995231;10.32735083;12.87709685;12.61105624;12.21115911;12.76397136;12.44169781;12.10672939;10.83465643;10.60964103;10.30460728;12.84141555;12.60481443;12.21507453;12.73348747;12.44172078;12.06549421
1/8/2026;11.02650994;10.8400946;10.52550997;12.39990424;12.20992559;11.8253672;12.55951877;12.35817277;11.97717131;11.06176201;10.81749108;10.50887909;12.47946272;12.21319976;11.83520125;12.64402942;12.31454744;11.99410644;11.01977867;10.78178392;10.48096891;12.43916383;12.20156235;11.83355519;12.60807169;12.30899043;11.94779635
1/9/2026;11.26297281;11.07341001;10.75066138;12.84418369;12.65095735;12.25025078;12.90543228;12.66803252;12.27449148;11.29467204;11.0461149;10.72958073;12.92118598;12.64905927;12.25531013;12.98688739;12.61809094;12.31905598;11.24652927;11.00449641;10.69606762;12.87291952;12.63059286;12.24738279;12.9434105;12.60602446;12.26528956
1/10/2026;10.45262384;10.27803013;9.975533739;10.95309957;10.79622651;10.44398573;10.67743858;10.57786557;10.23704071;10.47803048;10.24872751;9.952132902;11.01417328;10.7900949;10.44394582;10.74045304;10.53170277;10.18534629;10.42818301;10.20506974;9.916112321;10.96709307;10.76849297;10.43154292;10.69884186;10.51586551;10.1355346
1/11/2026;10.44097994;10.27640517;9.965148671;11.38497084;11.22064072;10.85651386;11.47527209;11.29937941;10.93815632;10.46215843;10.24304261;9.937813165;11.44436218;11.21027748;10.85259788;11.53893092;11.24625739;10.94335761;10.40695382;10.19403884;9.896686465;11.39006388;11.1825744;10.83459842;11.4888863;11.22433052;10.88478504
1/12/2026;9.731143751;9.537180703;9.288457848;10.29283972;10.10393229;9.816299244;10.30495423;10.10414295;9.820754644;9.746928389;9.502359422;9.259223532;10.34214411;10.09031031;9.808597133;10.35775726;10.05240769;9.823348209;9.690076603;9.451594617;9.215751157;10.28707546;10.05949765;9.786623898;10.30688878;10.02702732;9.765138981
1/1/2027;9.853622623;9.534288054;9.264203128;11.97095299;11.58651427;11.23874818;11.41559298;11.04075512;10.7185476;9.855988824;9.54225935;9.278966063;12.00920476;11.61011694;11.27033654;11.45682918;11.03306739;10.76103431;9.885522949;9.578916382;9.273707544;12.02689526;11.6793747;11.29047819;11.47951034;11.10583808;10.75172453
1/2/2027;10.90228805;10.55251828;10.25142651;12.85992986;12.44912255;12.07326935;12.67536735;12.28768457;11.93409182;10.90041072;10.55698154;10.26353136;12.89578251;12.46940348;12.10228557;12.71611801;12.27425098;11.93845753;10.92665304;10.59129736;10.25169237;12.90728617;12.53649164;12.11688016;12.73405404;12.34814236;11.92135852
1/3/2027;10.0776201;9.778406161;9.475981798;11.46500261;11.1300108;10.76436507;10.8941373;10.56718432;10.23368492;10.07172345;9.778493782;9.483253389;11.49230127;11.14361159;10.78585423;10.92462374;10.55123625;10.2640313;10.09008509;9.804557197;9.466791813;11.49592699;11.1971027;10.7926363;10.93358369;10.60849782;10.24328218
1/4/2027;10.75933077;10.49219641;10.11769835;12.17693709;11.87792421;11.43283654;11.88966617;11.58921663;11.17045085;10.7486715;10.4880161;10.1213559;12.20120856;11.88783517;11.4512267;11.91826208;11.56719426;11.19737876;10.76218322;10.51004526;10.09807664;12.19847519;11.93845244;11.4522455;11.92152357;11.62362728;11.16863799
1/5/2027;10.78786382;10.55017993;10.14388372;12.23616439;11.9705633;11.488365;11.89337603;11.62709325;11.17466125;10.77291883;10.5417939;10.14354413;12.25588268;11.9759881;11.50245853;11.91738908;11.60052869;11.19626751;10.78062238;10.55824455;10.1147339;12.2467129;12.02067692;11.49744814;11.91433256;11.65094618;11.16160812
1/6/2027;11.53550642;11.26104211;10.84604536;13.21830317;12.91071965;12.40836076;12.86088721;12.55558077;12.08426989;11.51510591;11.24776697;10.84152064;13.23454999;12.91165076;12.41883887;12.88191808;12.52210569;12.10049792;11.5173964;11.2595356;10.80514963;13.2178476;12.95318192;12.40704397;12.87196845;12.57005229;12.05681226
1/7/2027;11.41048716;11.11350004;10.72829473;13.15186661;12.81607667;12.34575601;13.02228706;12.68463887;12.23637989;11.38602705;11.09624015;10.71978685;13.16309405;12.81220895;12.3515479;13.03870079;12.6460959;12.24685558;11.38267543;11.10238438;10.67855362;13.14000745;12.8471097;12.33373944;13.0222281;12.68829582;12.1966451
1/8/2027;11.61169996;11.29969825;10.91788472;12.98830206;12.64612782;12.19346402;13.15127998;12.80037029;12.35925205;11.58247573;11.27795941;10.905144;12.99446055;12.63753146;12.19455917;13.16289019;12.75668967;12.36420738;11.57354581;11.2788205;10.85801811;12.96539222;12.6658433;12.17108488;13.13994338;12.79313919;12.30759962
1/9/2027;11.85597926;11.53703476;11.14699186;13.07512604;12.73548171;12.27687501;13.14076559;12.73387283;12.29329151;11.82165728;11.51050803;11.1297605;13.07580462;12.72145752;12.27279527;13.14687442;12.685167;12.34905866;11.80701883;11.50598701;11.07648239;13.03987891;12.7434415;12.24290304;13.11729689;12.71499407;12.28628326
1/10/2027;10.99349492;10.69948485;10.33454358;11.37840577;11.08898555;10.68007997;11.0838291;10.8507793;10.46380206;10.95748972;10.67073648;10.3145706;11.37437811;11.07227273;10.67219927;11.08456979;10.80481168;10.40775839;10.93875485;10.661563;10.26033746;11.33746748;11.08586285;10.64089514;11.0542403;10.8247432;10.34980364
1/11/2027;10.98395904;10.70037813;10.32591275;11.74059107;11.44234128;11.0210875;11.82064632;11.52030593;11.11039221;10.94343354;10.66729834;10.3017336;11.73199611;11.42078549;11.00879337;11.81701863;11.46732084;11.09641465;10.91970612;10.65313958;10.24287735;11.68894721;11.42995033;10.97183415;11.7797443;11.48379479;11.03000267
1/12/2027;10.23940983;9.933096316;9.626551285;10.71689901;10.40244954;10.0610414;10.72180626;10.39680175;10.06797184;10.19731604;9.898191809;9.599948832;10.70438086;10.37831308;10.04543503;10.71387397;10.34452094;10.0602702;10.17046267;9.880433589;9.540654038;10.65994005;10.3816005;10.00686637;10.6749754;10.35446209;9.995282035
1/1/2028;10.18753689;9.811033303;9.432323657;12.23353841;11.7743518;11.30375235;11.64371258;11.18873095;10.76425923;10.24053257;9.872060568;9.452220473;12.33078702;11.84811816;11.32779201;11.74244244;11.24062113;10.80174594;10.24822938;9.890302162;9.486645445;12.29533639;11.89271583;11.39436649;11.71601461;11.29148019;10.84853661
1/2/2028;10.89316497;10.49439784;10.08653834;12.51773051;12.0489868;11.56596346;12.32573613;11.88087626;11.43095341;10.94503608;10.55504509;10.10338943;12.61179071;12.11922683;11.58555584;12.42487588;11.93079357;11.42436422;10.94814611;10.56959543;10.13545056;12.56975875;12.15924281;11.64829427;12.39122289;11.97921392;11.46859111
1/3/2028;10.42897804;10.0710504;9.657205473;11.74518278;11.33653563;10.85333839;11.15551042;10.75773387;10.32149841;10.47408662;10.12484046;9.669137059;11.82838727;11.39774763;10.86708027;11.24033053;10.7982043;10.34335675;10.47214311;10.13403457;9.695264488;11.78353376;11.43010134;10.92088884;11.2045671;10.83688679;10.37846629
1/4/2028;11.13572791;10.80519179;10.31253658;12.49143744;12.11512499;11.54339003;12.18534629;11.81047773;11.27839638;11.179159;10.85826675;10.32091158;12.57482383;12.17559451;11.55331437;12.27295132;11.85004371;11.31106275;11.17191255;10.86313409;10.34400976;12.52164117;12.20479073;11.60542286;12.22845343;11.88720517;11.34440801
1/5/2028;11.16238315;10.86223918;10.33698212;12.58769925;12.24289506;11.63247558;12.23229643;11.88762961;11.3206376;11.20135917;10.91112209;10.34117264;12.6667242;12.29914503;11.63787657;12.31532858;11.92269961;11.33301482;11.18903319;10.91111467;10.35962457;12.60762953;12.3232415;11.68524407;12.26524131;11.95479056;11.36138022
1/6/2028;11.9335225;11.59338818;11.04986516;13.50488787;13.11312868;12.47735721;13.13081667;12.74103916;12.15073048;11.97054275;11.64103841;11.05005426;13.58450905;13.16838205;12.47840793;13.21490344;12.77375729;12.15868704;11.95207273;11.63589449;11.06486468;13.51527347;13.18847604;12.5237657;13.15542286;12.80256867;12.18380716
1/7/2028;11.80406985;11.44431356;10.92946881;13.33779216;12.92414086;12.32239726;13.18474909;12.78237277;12.21462738;11.836276;11.48685786;10.92559875;13.41147709;12.97382208;12.3188873;13.26429976;12.81049101;12.20496009;11.81284958;11.47700425;10.93546155;13.33729973;12.98796674;12.35826868;13.19885253;12.83381431;12.22485391
1/8/2028;12.00892324;11.63290605;11.11979548;13.25090916;12.82992395;12.2436402;13.40989665;12.97505607;12.40974439;12.03736082;11.6720533;11.11185695;13.31922554;12.87453141;12.23566256;13.48589446;12.99888021;12.40838244;12.00821476;11.65679935;11.1169617;13.23955913;12.88274929;12.26921945;13.41333052;13.01672309;12.42303125
1/9/2028;12.26077841;11.87666506;11.35263112;13.06753584;12.65633392;12.07623684;13.12564616;12.64096019;12.08924504;12.28545751;11.9126374;11.34049447;13.1297262;12.69533453;12.063608;13.1948938;12.65930934;12.14069777;12.25008344;11.89140336;11.34049498;13.04467998;12.69710843;12.09065615;13.11742329;12.67049306;12.14903506
1/10/2028;11.36715826;11.00872994;10.52391012;11.69732879;11.33404761;10.80565394;11.38450016;11.07072083;10.57708432;11.3862931;11.03869166;10.50903342;11.74874473;11.3648595;10.7904493;11.44050131;11.08271814;10.52012046;11.34787668;11.01322216;10.50380178;11.66670601;11.36066455;10.80914369;11.36766384;11.08682071;10.5221002
1/11/2028;11.36137674;11.01789987;10.51826724;12.03380156;11.66268288;11.11784462;12.09992183;11.7325798;11.20813614;11.37618757;11.04347737;10.49958374;12.08269083;11.69051757;11.0985238;12.15546409;11.74150634;11.18053146;11.33218183;11.01282412;10.48917502;11.99263213;11.68066882;11.11248431;12.07241876;11.7404157;11.17740014
1/12/2028;10.59257108;10.22989051;9.806816017;11.03110953;10.64885659;10.19167223;11.02736366;10.63383708;10.1989919;10.60259909;10.24997083;9.785905976;11.0717961;10.67028237;10.17016997;11.07388562;10.63802565;10.18491697;10.55584591;10.21595731;9.770893357;10.98305526;10.65524799;10.17720483;10.99206085;10.63112698;10.17635386
1/1/2029;10.26131034;9.882833702;9.391897714;12.17240072;11.70646795;11.11204404;11.58809944;11.11741094;10.58652866;10.2673792;9.898705014;9.424202281;12.21014494;11.71185657;11.13670512;11.63138899;11.11725488;10.62845051;10.31738733;9.910491426;9.45688224;12.19857325;11.7457925;11.19877282;11.62896492;11.15934169;10.68347383
1/2/2029;11.37113264;10.95554927;10.40828551;12.57594389;12.09325397;11.47923586;12.37073139;11.9116511;11.34321362;11.3737836;10.9692081;10.44034428;12.61050678;12.09455561;11.50066771;12.41252907;11.90721725;11.33756988;11.42254214;10.97587483;10.47046256;12.59135966;12.12265336;11.55815578;12.40281313;11.94535395;11.38972266
1/3/2029;10.51105834;10.15014641;9.621823593;11.69674542;11.27826292;10.67847071;11.1009258;10.69229492;10.15469864;10.50976801;10.15918299;9.648025345;11.72476893;11.27550395;10.6946439;11.13441042;10.68444392;10.17827809;10.54871573;10.15946487;9.670258574;11.70026535;11.29521936;10.74194653;11.11917483;10.71238993;10.21910053
1/4/2029;11.22311562;10.88750365;10.27473883;12.40849639;12.02196918;11.32942128;12.0882743;11.70423534;11.06461189;11.21781965;10.89332836;10.2991273;12.43409112;12.01503012;11.3428084;12.12063459;11.69168819;11.11484196;11.25299947;10.88750739;10.31699923;12.40133574;12.02946619;11.3867611;12.09735465;11.71578981;11.15326321
1/5/2029;11.24180105;10.93741434;10.29200954;12.47006296;12.11344953;11.38588766;12.10955258;11.7521417;11.08109066;11.23268884;10.93949623;10.31295064;12.49167495;12.10247669;11.39558977;12.13793281;11.73563875;11.09732333;11.26170127;10.92769061;10.32514771;12.45204711;12.11048336;11.43357263;12.10802361;11.75342703;11.12960537
1/6/2029;12.01115419;11.66754612;10.99472973;13.53346969;13.12545822;12.35346915;13.15576513;12.74976606;12.03751673;11.99748414;11.66593536;11.01349208;13.55261333;13.10940624;12.36006292;13.18240363;12.72779654;12.04884984;12.02204813;11.64714588;11.02062753;13.50255039;13.1112251;12.39476982;13.14303707;12.74039703;12.07757692
1/7/2029;11.87371403;11.51240923;10.86812995;13.13826752;12.71751818;11.99189277;12.96483748;12.570208;11.89001344;11.85638054;11.5066525;10.88320342;13.15273401;12.69800209;11.99453818;12.9870205;12.54464653;11.87353986;11.87452618;11.48268088;10.88463617;13.09743448;12.69327449;12.02205571;12.94159759;12.55066742;11.89574115
1/8/2029;12.07134073;11.69477466;11.0499207;13.16219433;12.7315295;12.01521368;13.30934667;12.86537892;12.17932396;12.04988916;11.68534551;11.06171921;13.172414;12.70788219;12.01396773;13.3278287;12.83510283;12.18345846;12.06216465;11.65492783;11.05752398;13.11022412;12.69657575;12.03528178;13.27437024;12.83466914;12.19995292
1/9/2029;12.32664171;11.94242873;11.2834098;12.74321946;12.33036604;11.63506554;12.77945321;12.29175727;11.6354375;12.30070158;11.9291195;11.29173643;12.74849314;12.30301063;11.6296436;12.79263106;12.25852037;11.69454115;12.30690103;11.89175556;11.28164684;12.68136031;12.28534715;11.64389975;12.734428;12.25153346;11.70403799
1/10/2029;11.43424446;11.06733618;10.46532877;11.69996722;11.32375078;10.67717926;11.37640251;11.02589361;10.4277481;11.40678184;11.05334092;10.46964881;11.7006237;11.29459474;10.6683906;11.3841485;10.99214915;10.39477738;11.40639777;11.01103551;10.45465268;11.63253051;11.27210857;10.6755264;11.32617345;10.97980547;10.39755168
1/11/2029;11.430703;11.08795365;10.46156641;12.0430086;11.66115772;10.99235349;12.09076113;11.72267562;11.08337084;11.39877866;11.06811958;10.46205291;12.03987118;11.62744988;10.97982825;12.09520618;11.68311427;11.05338446;11.39266358;11.02179989;10.44183952;11.9641846;11.5988531;10.98201492;12.02801952;11.66452476;11.05119183
1/12/2029;10.65966472;10.2979144;9.755748853;11.05042273;10.65898191;10.08558259;11.03903734;10.63778571;10.09638992;10.62592945;10.27566293;9.752562402;11.04319963;10.6239816;10.0701311;11.03877998;10.59779216;10.08628253;10.61455527;10.22717033;9.728521153;10.96760632;10.59187798;10.06647455;10.97132237;10.57509373;10.07864138
1/1/2030;10.60534849;10.17062175;9.565892928;12.4682323;11.92875577;11.21007806;11.87838944;11.33468966;10.69690161;10.61208292;10.19034122;9.608171418;12.50455264;11.92363177;11.23160538;11.92184103;11.33784608;10.73471178;10.68182454;10.22639705;9.622943686;12.48575798;11.98359251;11.2710058;11.91409577;11.40645217;10.78086361
1/2/2030;11.75831563;11.27804891;10.60597484;12.45674019;11.91337036;11.1977632;12.2555275;11.72703316;11.06816058;11.76114907;11.29549303;10.64865126;12.48820695;11.90364287;11.21493549;12.29550517;11.72564196;11.06738634;11.83200852;11.32924982;10.65922641;12.4627974;11.95711182;11.24828046;12.28086702;11.79014286;11.10895612
1/3/2030;10.87100106;10.44964737;9.806670611;11.98227013;11.48827463;10.77336556;11.36792636;10.88644572;10.24988956;10.8693602;10.46172601;9.842271052;12.00786069;11.47441689;10.78568326;11.40047202;10.88081574;10.26835713;10.92895802;10.48730991;9.846738339;11.97704724;11.51981028;10.81198849;11.38070287;10.9347225;10.30131442
1/4/2030;11.60769921;11.2083664;10.47266458;12.59427857;12.13464483;11.32563345;12.2481226;11.79374132;11.05224413;11.60148447;11.21692519;10.50664782;12.61652077;12.11553371;11.33439998;12.27857759;11.78321902;11.11217347;11.65897315;11.23853155;10.50589717;12.5777922;12.15731643;11.35630651;12.25099684;11.835522;11.1421434
1/5/2030;11.62412581;11.25692361;10.48807743;12.61079036;12.1801874;11.34093679;12.23346922;11.80214207;11.03358574;11.6135787;11.2612675;10.51820159;12.62843477;12.15655061;11.34555543;12.25935503;11.78725114;11.04475483;11.66521606;11.27731071;10.51212126;12.58338692;12.19238879;11.36180723;12.22565543;11.83360385;11.06894195
1/6/2030;12.4155715;12.00567184;11.20034659;13.89649712;13.40150629;12.49319334;13.50469264;13.01180774;12.17908546;12.39986547;12.00602773;11.22849612;13.9110814;13.37083668;12.49391647;13.52856515;12.99083396;12.18377453;12.44892987;12.01726715;11.21653511;13.85483711;13.40385929;12.50583586;13.4849582;13.03566531;12.20465282
1/7/2030;12.26547461;11.84024193;11.06369217;13.2476609;12.75257656;11.90895396;13.0466898;12.59140338;11.80595166;12.24563766;11.83559796;11.08766663;13.25709198;12.71911358;11.90562702;13.06532175;12.56689585;11.77251734;12.28838689;11.84203401;11.07072415;13.19738882;12.74464952;11.91147613;13.01715404;12.60447065;11.78720116
1/8/2030;12.45834343;12.01786928;11.23891286;13.38210107;12.87408012;12.03133945;13.51704557;12.99194116;12.19043118;12.43396219;12.00905036;11.25943511;13.3870115;12.83588409;12.02383294;13.53170644;12.96222719;12.19001319;12.47161385;12.01006628;11.23704844;13.32046924;12.8556357;12.02409646;13.47553103;12.99494564;12.19952929
1/9/2030;12.72328974;12.27377373;11.47767214;12.83877683;12.35416325;11.54478024;12.84273756;12.30060255;11.5414192;12.69409744;12.26120676;11.49467187;12.83878361;12.31300526;11.53335168;12.85202759;12.26808884;11.57785004;12.72657873;12.25597507;11.46643282;12.76873797;12.32595131;11.52798206;12.7925221;12.29318635;11.58131621
1/10/2030;11.81530729;11.37548772;10.65732909;12.07479653;11.61990719;10.85156678;11.72791005;11.2748042;10.57071805;11.78482752;11.36426591;10.6696326;12.07022856;11.57681944;10.83672146;11.7320392;11.24081813;10.55116434;11.80911572;11.34990199;10.63811807;11.99812439;11.58297075;10.82603976;11.67177174;11.25807406;10.5489589
1/11/2030;11.80524226;11.403763;10.64742108;12.39935428;11.94146397;11.14649761;12.4291792;11.98530822;11.23109589;11.77001166;11.38381923;10.65581388;12.39094398;11.89360658;11.1279069;12.42985844;11.94554;11.19523707;11.78906288;11.36867582;10.61967913;12.31196106;11.89512236;11.11245714;12.36106861;11.95897185;11.18841447
1/12/2030;11.01070771;10.59229861;9.930305059;11.35538817;10.89454184;10.20625851;11.32635568;10.85720233;10.21197475;10.97394488;10.57066489;9.934589438;11.34341775;10.84678893;10.1854052;11.32273706;10.81717573;10.19577731;10.98641375;10.5508299;9.896130043;11.26537862;10.84263903;10.16609254;11.25436936;10.82392977;10.18440033
1/1/2031;10.95383673;10.40631116;9.741824105;12.94942809;12.27370129;11.49733432;12.40297184;11.73381034;11.0173713;10.95669586;10.4280563;9.791191173;12.98539189;12.2867558;11.52095133;12.43736228;11.74478675;11.05784741;10.99751325;10.44304098;9.791284764;12.94280167;12.31343343;11.54544646;12.40890547;11.7829282;11.09163774
1/2/2031;12.15072875;11.54340909;10.80631527;12.63923099;11.97204954;11.22063664;12.44829348;11.79943577;11.08083158;12.14941511;11.56327211;10.85706479;12.66981145;11.98048904;11.23966965;12.47818078;11.80606665;11.09346107;12.188679;11.57416114;10.85182892;12.62224868;12.00076531;11.25820176;12.44352043;11.83853544;11.12190132
1/3/2031;11.23525694;10.69681165;9.99328796;12.5062432;11.87375638;11.10461573;11.87440025;11.27140887;10.56147539;11.22986854;10.71124158;10.03648677;12.53187372;11.87773263;11.11934362;11.89843733;11.27350054;10.58275551;11.26067312;10.71608799;10.02675899;12.4788332;11.89211133;11.13232632;11.85958246;11.29897877;10.60469559
1/4/2031;11.99605027;11.47262702;10.67187282;12.99302981;12.3969942;11.53939364;12.63438014;12.05859789;11.24648118;11.98586064;11.48375895;10.71404569;13.01501605;12.39672137;11.55057832;12.65535936;12.05645627;11.31073129;12.01303512;11.48359087;10.69858003;12.9539964;12.40603926;11.55876862;12.60815026;12.07806755;11.32891949
